Order_ID,Order_Date,Customer_ID,Product,Region,Quantity,Unit_Price,Payment_Method,Revenue,Profit,Customer_Satisfaction
10087,2025-03-28,1048,Mouse,East,1,13491,Debit Card,13491,1473.67,2
10088,2025-03-29,1015,Monitor,North,3,68844,Credit Card,206532,45302.44,3
10089,2025-03-30,1200,Mouse,West,5,37093,Credit Card,185465,35506.42,2
10090,2025-03-31,1190,Headphones,West,1,36804,Credit Card,36804,10389.26,4
10091,2025-04-01,1040,Tablet,East,4,30886,Debit Card,123544,18140.04,3
10092,2025-04-02,1082,Keyboard,East,3,55720,UPI,167160,11123.04,5
10093,2025-04-03,1111,Monitor,West,4,69838,Credit Card,279352,15305.38,1
10094,2025-04-04,1053,Headphones,North,1,94789,UPI,94789,24333.72,2
10095,2025-04-05,1024,Headphones,West,4,21583,Credit Card,86332,15641.97,5
10096,2025-04-06,1154,Laptop,East,4,18854,Cash,75416,18387.25,4
10097,2025-04-07,1188,Mouse,North,1,22690,Cash,22690,2464.28,1
10098,2025-04-08,1124,Smartphone,East,5,6642,Credit Card,33210,4525.56,5
10099,2025-04-09,1041,Smartwatch,North,4,28898,Debit Card,115592,6649.54,1
10100,2025-04-10,1157,Smartphone,South,4,52471,Credit Card,209884,60944.66,2
10101,2025-04-11,1015,Monitor,East,5,42362,Credit Card,211810,45955.78,4
10102,2025-04-12,1045,Tablet,East,4,99168,Debit Card,396672,112377.68,1
10103,2025-04-13,1065,Smartphone,West,4,53910,Cash,215640,25094.91,5
10104,2025-04-14,1089,Keyboard,East,4,20003,UPI,80012,16231.71,2
10105,2025-04-15,1071,Smartphone,East,2,48956,Credit Card,97912,21503.92,2
10106,2025-04-16,1009,Monitor,South,5,82535,Debit Card,412675,53394.96,5
10107,2025-04-17,1088,Smartwatch,East,4,8516,Credit Card,34064,8925.7,5
10108,2025-04-18,1129,Smartphone,South,5,2884,Debit Card,14420,4135.52,1
10109,2025-04-19,1136,Keyboard,South,3,62820,UPI,188460,51112.95,3
10110,2025-04-20,1063,Laptop,South,3,15572,UPI,46716,10967.36,2
10111,2025-04-21,1139,Tablet,South,4,80518,Cash,322072,38444.5,1
10112,2025-04-22,1081,Monitor,North,5,41010,Debit Card,205050,24688.84,5
10113,2025-04-23,1136,Laptop,West,5,49433,Debit Card,247165,71885.49,1
10114,2025-04-24,1163,Laptop,North,5,22326,Cash,111630,5868.51,5
10115,2025-04-25,1163,Laptop,East,2,68526,Cash,137052,31386.62,4
10116,2025-04-26,1033,Headphones,North,3,26018,Debit Card,78054,17684.03,5
10117,2025-04-27,1123,Tablet,North,5,24545,Cash,122725,25241.14,5
10118,2025-04-28,1005,Smartwatch,East,5,51376,UPI,256880,76428.79,5
10119,2025-04-29,1041,Mouse,East,2,92946,Credit Card,185892,23788.57,3
10120,2025-04-30,1028,Tablet,East,2,90602,UPI,181204,24461.27,5
10121,2025-05-01,1135,Headphones,North,5,52419,Cash,262095,18277.16,2
10122,2025-05-02,1072,Mouse,North,1,99941,Debit Card,99941,16060.47,2
10123,2025-05-03,1012,Tablet,East,5,27603,Debit Card,138015,15907.9,1
10124,2025-05-04,1162,Laptop,West,5,36688,UPI,183440,24919.71,3
10125,2025-05-05,1033,Monitor,West,2,6345,Debit Card,12690,3282.18,1
10126,2025-05-06,1048,Mouse,South,2,87198,Cash,174396,49505.99,2
10127,2025-05-07,1151,Keyboard,East,5,37174,UPI,185870,17924.05,2
10128,2025-05-08,1062,Keyboard,South,5,19837,Debit Card,99185,14196.07,4
10129,2025-05-09,1037,Smartphone,West,5,22813,Credit Card,114065,32184.31,5
10130,2025-05-10,1099,Mouse,South,2,27443,Credit Card,54886,3592.4,2
10131,2025-05-11,1172,Monitor,East,5,78449,Cash,392245,28669.24,1
10132,2025-05-12,1104,Smartwatch,East,5,776,Debit Card,3880,351.91,1
10133,2025-05-13,1035,Headphones,East,4,51651,Cash,206604,41073.54,5
10134,2025-05-14,1193,Laptop,North,1,18111,UPI,18111,1586.85,5
10135,2025-05-15,1101,Smartphone,South,3,12444,Credit Card,37332,10901.66,4
10136,2025-05-16,1175,Keyboard,West,1,53387,UPI,53387,8631.54,3
10137,2025-05-17,1131,Headphones,West,4,81942,Debit Card,327768,57483.78,1
10138,2025-05-18,1001,Headphones,West,3,50347,Cash,151041,16865.94,5
10139,2025-05-19,1005,Laptop,North,5,59153,Cash,295765,49611.64,1
10140,2025-05-20,1142,Smartwatch,North,4,86572,Cash,346288,74617.59,5
10141,2025-05-21,1103,Smartwatch,East,5,57122,UPI,285610,67916.43,2
10142,2025-05-22,1027,Mouse,West,2,28310,Credit Card,56620,13502.0,1
10143,2025-05-23,1137,Keyboard,North,4,78342,UPI,313368,60941.55,2
10144,2025-05-24,1015,Smartwatch,East,2,11003,UPI,22006,6075.64,1
10145,2025-05-25,1090,Monitor,West,4,85261,Debit Card,341044,86745.21,3
10146,2025-05-26,1042,Smartwatch,South,4,37476,Debit Card,149904,35866.34,4
10147,2025-05-27,1124,Headphones,East,2,12090,Debit Card,24180,1545.14,2
10148,2025-05-28,1179,Laptop,North,3,11386,Credit Card,34158,1766.63,5
10149,2025-05-29,1063,Monitor,North,1,13366,Credit Card,13366,1378.19,3
10150,2025-05-30,1096,Mouse,East,5,67124,Debit Card,335620,72453.95,1
10151,2025-05-31,1052,Keyboard,East,4,69399,Debit Card,277596,42416.49,2
10152,2025-06-01,1096,Mouse,North,5,33292,Credit Card,166460,25069.14,1
10153,2025-06-02,1132,Headphones,South,2,10264,Cash,20528,5566.1,1
10154,2025-06-03,1151,Monitor,West,5,86656,Credit Card,433280,118671.37,1
10155,2025-06-04,1143,Monitor,South,2,43227,Credit Card,86454,23973.16,4
10156,2025-06-05,1171,Monitor,East,5,78971,Credit Card,394855,50726.83,4
10157,2025-06-06,1029,Headphones,South,1,8568,Debit Card,8568,1908.64,5
10158,2025-06-07,1036,Headphones,North,1,7795,Cash,7795,919.1,2
10159,2025-06-08,1013,Mouse,East,1,41660,Credit Card,41660,4068.2,3
10160,2025-06-09,1160,Smartphone,West,1,11890,Debit Card,11890,1143.32,3
10161,2025-06-10,1071,Mouse,North,1,20631,UPI,20631,2796.06,3
10162,2025-06-11,1187,Keyboard,North,1,95254,UPI,95254,15001.5,1
10163,2025-06-12,1086,Laptop,West,2,76469,Credit Card,152938,39417.83,4
10164,2025-06-13,1028,Monitor,West,4,15538,UPI,62152,4970.47,2
10165,2025-06-14,1066,Smartphone,South,5,52827,Cash,264135,61736.66,1
10166,2025-06-15,1170,Laptop,East,1,94218,UPI,94218,17229.05,4
10167,2025-06-16,1045,Smartphone,West,2,77564,UPI,155128,18923.5,4
10168,2025-06-17,1062,Smartwatch,West,2,21781,Cash,43562,7545.15,2
10169,2025-06-18,1185,Smartwatch,East,2,54689,Credit Card,109378,13670.67,2
10170,2025-06-19,1134,Tablet,West,4,49011,Credit Card,196044,39016.77,2
10171,2025-06-20,1028,Smartwatch,West,5,9105,Cash,45525,7213.94,1
10172,2025-06-21,1028,Mouse,South,4,1881,Cash,7524,685.45,5
10173,2025-06-22,1108,Smartwatch,North,3,67134,Cash,201402,15940.12,2
10174,2025-06-23,1044,Headphones,North,2,20310,UPI,40620,7582.69,5
10175,2025-06-24,1084,Monitor,North,3,24822,Cash,74466,20523.07,1
10176,2025-06-25,1030,Mouse,North,1,42369,Debit Card,42369,5761.74,5
10177,2025-06-26,1190,Laptop,West,1,33455,UPI,33455,7803.38,3
10178,2025-06-27,1075,Tablet,East,4,61888,Credit Card,247552,53140.83,5
10179,2025-06-28,1128,Tablet,East,5,10707,Credit Card,53535,15144.45,2
10180,2025-06-29,1092,Tablet,South,3,87829,Credit Card,263487,67253.81,1
10181,2025-06-30,1190,Laptop,South,5,68128,UPI,340640,65284.1,2
10182,2025-07-01,1129,Laptop,West,4,28720,Debit Card,114880,24613.92,3
10183,2025-07-02,1121,Laptop,East,1,84550,Cash,84550,23217.14,2
10184,2025-07-03,1027,Laptop,East,5,74585,Cash,372925,55893.89,2
10185,2025-07-04,1190,Tablet,North,5,22531,Credit Card,112655,14836.51,2
10186,2025-07-05,1121,Tablet,West,1,71221,Credit Card,71221,3753.54,4
10187,2025-07-06,1116,Smartphone,West,3,81307,UPI,243921,62599.34,3
10188,2025-07-07,1003,Mouse,North,1,71812,Debit Card,71812,17970.61,2
10189,2025-07-08,1103,Monitor,West,5,60266,Cash,301330,22935.32,2
10190,2025-07-09,1198,Smartwatch,West,3,12949,UPI,38847,7544.64,2
10191,2025-07-10,1200,Smartwatch,South,3,90333,Cash,270999,44984.59,1
10192,2025-07-11,1155,Headphones,East,1,57199,Credit Card,57199,4557.46,4
10193,2025-07-12,1137,Tablet,West,5,81753,Cash,408765,120643.74,1
10194,2025-07-13,1062,Headphones,South,4,46592,Debit Card,186368,19321.51,4
10195,2025-07-14,1165,Mouse,East,5,64171,Debit Card,320855,21435.86,2
10196,2025-07-15,1051,Mouse,North,2,10850,Credit Card,21700,4312.05,3
10197,2025-07-16,1172,Headphones,South,4,96658,Debit Card,386632,90748.98,5
10198,2025-07-17,1152,Tablet,South,3,68987,Debit Card,206961,12026.68,5
10199,2025-07-18,1059,Headphones,East,4,18122,UPI,72488,15561.68,2
10200,2025-07-19,1118,Smartwatch,North,3,70763,Cash,212289,38864.38,1
10201,2025-07-20,1160,Smartphone,South,3,53617,Credit Card,160851,12195.12,3
10202,2025-07-21,1096,Smartwatch,West,4,58894,Credit Card,235576,21939.42,4
10203,2025-07-22,1180,Keyboard,West,3,24282,Credit Card,72846,13985.96,2
10204,2025-07-23,1113,Tablet,West,3,28954,Credit Card,86862,10778.65,3
10205,2025-07-24,1062,Tablet,North,2,68404,Credit Card,136808,38932.67,3
10206,2025-07-25,1186,Monitor,South,5,16092,Debit Card,80460,20491.96,4
10207,2025-07-26,1052,Laptop,West,5,22673,UPI,113365,33543.77,3
10208,2025-07-27,1012,Keyboard,North,2,33704,Credit Card,67408,7746.37,1
10209,2025-07-28,1039,Mouse,West,4,36096,UPI,144384,42222.34,1
10210,2025-07-29,1130,Tablet,East,1,34824,UPI,34824,5495.52,1
10211,2025-07-30,1131,Headphones,South,1,61702,Debit Card,61702,8445.75,3
10212,2025-07-31,1113,Keyboard,South,1,89900,Credit Card,89900,5626.61,1
10213,2025-08-01,1101,Monitor,North,2,31250,Debit Card,62500,3949.46,4
10214,2025-08-02,1113,Mouse,North,2,76612,Credit Card,153224,34169.38,3
10215,2025-08-03,1184,Laptop,South,3,17066,Debit Card,51198,8421.16,5
10216,2025-08-04,1081,Laptop,West,1,7690,UPI,7690,819.99,3
10217,2025-08-05,1187,Monitor,West,4,89107,Credit Card,356428,72530.45,4
10218,2025-08-06,1113,Monitor,East,4,38833,Cash,155332,17585.84,5
10219,2025-08-07,1002,Headphones,West,1,81405,UPI,81405,15825.78,3
10220,2025-08-08,1130,Tablet,North,1,90071,Cash,90071,12592.12,1
10221,2025-08-09,1054,Laptop,North,1,2089,UPI,2089,534.55,2
10222,2025-08-10,1087,Mouse,West,2,25735,Debit Card,51470,13133.81,2
10223,2025-08-11,1129,Keyboard,North,2,659,Credit Card,1318,223.19,1
10224,2025-08-12,1147,Mouse,South,2,12645,UPI,25290,3482.55,2
10225,2025-08-13,1126,Smartphone,South,5,81409,Debit Card,407045,57246.79,2
10226,2025-08-14,1130,Smartphone,West,4,32421,Credit Card,129684,32606.27,1
10227,2025-08-15,1053,Monitor,South,4,16737,Credit Card,66948,8840.14,1
10228,2025-08-16,1172,Headphones,South,3,8744,UPI,26232,2682.61,3
10229,2025-08-17,1160,Smartphone,East,2,15243,Credit Card,30486,2169.75,3
10230,2025-08-18,1198,Laptop,East,5,97602,UPI,488010,81338.23,1
10231,2025-08-19,1160,Mouse,South,5,46601,Credit Card,233005,39735.05,4
10232,2025-08-20,1068,Mouse,West,4,84727,Cash,338908,88193.07,2
10233,2025-08-21,1183,Monitor,East,2,56878,Debit Card,113756,11979.61,3
10234,2025-08-22,1184,Tablet,North,3,71626,Cash,214878,31210.56,2
10235,2025-08-23,1123,Tablet,North,2,56571,UPI,113142,28523.26,5
10236,2025-08-24,1145,Keyboard,North,1,71621,Cash,71621,18328.24,1
10237,2025-08-25,1038,Monitor,West,2,75263,UPI,150526,21999.79,4
10238,2025-08-26,1024,Smartwatch,South,1,94314,Credit Card,94314,15541.16,5
10239,2025-08-27,1069,Keyboard,North,1,12737,Credit Card,12737,1602.59,5
10240,2025-08-28,1116,Smartwatch,West,3,16149,UPI,48447,13717.22,5
10241,2025-08-29,1098,Tablet,East,4,38213,Cash,152852,12176.33,1
10242,2025-08-30,1198,Monitor,South,2,73963,Credit Card,147926,41927.75,3
10243,2025-08-31,1139,Smartwatch,East,1,45909,Debit Card,45909,10144.36,1
10244,2025-09-01,1144,Monitor,West,2,49266,Credit Card,98532,18020.82,3
10245,2025-09-02,1097,Monitor,North,4,46654,Debit Card,186616,10854.48,5
10246,2025-09-03,1124,Tablet,North,4,7516,Cash,30064,5077.78,5
10247,2025-09-04,1187,Keyboard,West,5,80063,Debit Card,400315,60822.67,4
10248,2025-09-05,1070,Keyboard,North,4,49188,Debit Card,196752,17767.63,3
10249,2025-09-06,1093,Monitor,South,3,90178,Debit Card,270534,57921.98,5
10250,2025-09-07,1003,Smartphone,West,1,54738,Debit Card,54738,16026.61,2
10251,2025-09-08,1148,Headphones,East,5,59108,Credit Card,295540,56314.32,4
10252,2025-09-09,1187,Tablet,West,3,89581,Debit Card,268743,61458.38,1
10253,2025-09-10,1164,Headphones,South,2,32397,Credit Card,64794,4348.49,4
10254,2025-09-11,1147,Headphones,South,1,51461,Debit Card,51461,7946.44,2
10255,2025-09-12,1090,Keyboard,West,4,69203,UPI,276812,21892.96,3
10256,2025-09-13,1195,Keyboard,West,1,45257,Cash,45257,9196.18,1
10257,2025-09-14,1147,Smartphone,North,2,27417,Debit Card,54834,15606.88,1
10258,2025-09-15,1148,Headphones,South,5,23236,UPI,116180,25030.33,3
10259,2025-09-16,1096,Headphones,West,5,28490,Debit Card,142450,9857.65,4
10260,2025-09-17,1199,Monitor,West,5,63051,Debit Card,315255,43715.32,5
10261,2025-09-18,1052,Keyboard,South,4,58661,Debit Card,234644,44034.66,4
10262,2025-09-19,1161,Headphones,West,3,80123,UPI,240369,36248.11,2
10263,2025-09-20,1168,Mouse,North,3,22940,Cash,68820,17783.85,5
10264,2025-09-21,1128,Smartphone,South,1,35705,UPI,35705,9057.21,4
10265,2025-09-22,1039,Smartwatch,North,4,81311,Cash,325244,66010.79,3
10266,2025-09-23,1082,Mouse,North,5,55603,Debit Card,278015,39857.48,2
10267,2025-09-24,1104,Mouse,North,5,71312,Credit Card,356560,40588.68,2
10268,2025-09-25,1129,Smartwatch,North,2,42127,Debit Card,84254,6442.78,2
10269,2025-09-26,1011,Tablet,South,2,19508,Cash,39016,5412.47,5
10270,2025-09-27,1185,Tablet,North,5,71774,UPI,358870,55012.31,1
10271,2025-09-28,1178,Smartphone,North,5,32902,Debit Card,164510,36020.41,5
10272,2025-09-29,1151,Mouse,West,4,53884,UPI,215536,46241.08,4
10273,2025-09-30,1159,Headphones,South,3,6293,UPI,18879,1274.84,1
10274,2025-10-01,1042,Keyboard,South,2,6071,UPI,12142,1806.91,4
10275,2025-10-02,1099,Smartphone,East,3,97367,Debit Card,292101,27879.5,1
10276,2025-10-03,1007,Monitor,South,4,16709,UPI,66836,5961.98,5
10277,2025-10-04,1144,Smartwatch,South,5,91430,UPI,457150,117407.79,2
10278,2025-10-05,1090,Mouse,East,3,43648,Debit Card,130944,7919.34,3
10279,2025-10-06,1112,Smartphone,South,5,91718,UPI,458590,70987.77,2
10280,2025-10-07,1060,Laptop,South,5,2724,Debit Card,13620,1253.73,5
10281,2025-10-08,1113,Laptop,South,1,49195,Cash,49195,13274.41,1
10282,2025-10-09,1002,Tablet,South,3,32941,Cash,98823,18703.25,2
10283,2025-10-10,1129,Smartwatch,East,3,39629,Cash,118887,12821.39,5
10284,2025-10-11,1048,Keyboard,South,5,62868,UPI,314340,55200.25,4
10285,2025-10-12,1140,Headphones,South,4,92622,Credit Card,370488,86276.13,3
10286,2025-10-13,1197,Keyboard,East,1,45260,Credit Card,45260,13104.11,2
10287,2025-10-14,1037,Keyboard,West,5,23978,UPI,119890,12601.82,1
10288,2025-10-15,1160,Keyboard,North,2,72354,Credit Card,144708,39294.8,4
10289,2025-10-16,1009,Smartwatch,West,2,94730,Debit Card,189460,53726.31,5
10290,2025-10-17,1099,Keyboard,East,1,86216,Credit Card,86216,24063.33,3
10291,2025-10-18,1147,Monitor,North,4,12680,UPI,50720,10593.05,1
10292,2025-10-19,1048,Smartwatch,East,5,99038,UPI,495190,102729.72,5
10293,2025-10-20,1131,Monitor,East,3,15872,Debit Card,47616,7180.62,5
10294,2025-10-21,1148,Smartwatch,South,1,30296,Cash,30296,7213.46,2
10295,2025-10-22,1152,Tablet,North,4,58772,UPI,235088,42979.61,2
10296,2025-10-23,1054,Smartphone,South,3,90463,Debit Card,271389,59531.76,1
10297,2025-10-24,1120,Laptop,North,2,99326,Credit Card,198652,31211.1,5
10298,2025-10-25,1161,Keyboard,East,2,94135,Credit Card,188270,43843.21,2
10299,2025-10-26,1152,Tablet,East,3,54540,Debit Card,163620,41906.01,3
10300,2025-10-27,1116,Smartphone,West,1,75857,Debit Card,75857,6569.9,3
10301,2025-10-28,1075,Laptop,North,2,71868,UPI,143736,37117.3,5
10302,2025-10-29,1113,Mouse,South,5,78856,Credit Card,394280,72971.03,2
10303,2025-10-30,1200,Headphones,West,3,16711,Debit Card,50133,13093.06,1
10304,2025-10-31,1164,Monitor,West,3,6342,Credit Card,19026,3002.79,1
10305,2025-11-01,1166,Mouse,West,2,63615,Debit Card,127230,18417.83,1
10306,2025-11-02,1104,Smartwatch,South,1,67352,Credit Card,67352,18775.39,3
10307,2025-11-03,1084,Laptop,West,5,46468,Cash,232340,26206.17,2
10308,2025-11-04,1112,Mouse,South,1,18008,UPI,18008,4701.04,2
10309,2025-11-05,1099,Headphones,West,4,22505,Credit Card,90020,15393.88,3
10310,2025-11-06,1153,Tablet,South,4,55075,Cash,220300,39328.81,1
10311,2025-11-07,1093,Laptop,East,2,81242,Credit Card,162484,20654.49,1
10312,2025-11-08,1146,Mouse,East,2,19471,Credit Card,38942,7525.95,5
10313,2025-11-09,1128,Monitor,East,2,26099,Cash,52198,6853.74,4
10314,2025-11-10,1110,Monitor,East,4,88092,Credit Card,352368,21077.72,2
10315,2025-11-11,1082,Smartphone,East,1,67414,Credit Card,67414,7954.83,2
10316,2025-11-12,1194,Mouse,West,1,67555,UPI,67555,3485.48,2
10317,2025-11-13,1054,Keyboard,West,2,88197,Cash,176394,51963.68,4
10318,2025-11-14,1163,Mouse,West,5,5855,Cash,29275,8531.81,5
10319,2025-11-15,1189,Tablet,South,1,54620,Debit Card,54620,8126.85,4
10320,2025-11-16,1169,Laptop,South,4,75119,Credit Card,300476,69738.29,1
10321,2025-11-17,1161,Laptop,South,3,38842,UPI,116526,15900.15,1
10322,2025-11-18,1068,Tablet,South,3,86492,Credit Card,259476,56506.94,2
10323,2025-11-19,1033,Mouse,East,3,79360,Credit Card,238080,59843.2,3
10324,2025-11-20,1142,Tablet,East,5,2757,Debit Card,13785,3952.01,2
10325,2025-11-21,1021,Headphones,East,2,27864,Credit Card,55728,8362.16,3
10326,2025-11-22,1048,Smartwatch,North,4,25472,UPI,101888,25046.57,4
10327,2025-11-23,1148,Tablet,West,5,27154,UPI,135770,15814.78,1
10328,2025-11-24,1128,Monitor,South,4,81269,Debit Card,325076,96737.12,3
10329,2025-11-25,1136,Tablet,South,4,81923,Credit Card,327692,18495.72,4
10330,2025-11-26,1135,Laptop,East,2,29820,UPI,59640,11980.61,1
10331,2025-11-27,1195,Monitor,South,3,21308,Credit Card,63924,13735.77,3
10332,2025-11-28,1145,Laptop,South,2,52889,Credit Card,105778,23483.92,2
10333,2025-11-29,1128,Smartphone,West,5,96190,Credit Card,480950,38522.6,2
10334,2025-11-30,1033,Keyboard,East,5,35273,Debit Card,176365,50199.2,2
10335,2025-12-01,1176,Laptop,West,5,51668,Credit Card,258340,24618.72,4
10336,2025-12-02,1187,Monitor,North,2,28247,UPI,56494,11620.16,2
10337,2025-12-03,1115,Smartphone,North,4,76896,Credit Card,307584,32502.1,5
10338,2025-12-04,1119,Laptop,North,4,84192,UPI,336768,42703.56,1
10339,2025-12-05,1022,Headphones,East,1,58005,Credit Card,58005,10824.58,4
10340,2025-12-06,1158,Tablet,South,5,86396,UPI,431980,66653.8,2
10341,2025-12-07,1038,Keyboard,East,4,18635,UPI,74540,6712.8,1
10342,2025-12-08,1109,Laptop,East,1,91387,Credit Card,91387,8474.69,3
